1.000000000000000021e-02 1.242757725554893433e+01 1.277218587807945838e+01 7.518796992481202373e-04
1.031283160672184784e-02 1.243282694409868228e+01 1.271057960532060882e+01 7.754008726858531431e-04
1.063544957486011258e-02 1.243810213222853989e+01 1.264897341161335476e+01 7.996578627714370346e-04
1.096816005273137939e-02 1.244340306850756939e+01 1.258736730153234262e+01 8.246736881752916512e-04
1.131127876593921409e-02 1.244873000513834960e+01 1.252576127991439670e+01 8.504720876646024771e-04
1.166513131698196197e-02 1.245408319802717934e+01 1.246415535187337476e+01 8.770775426302226344e-04
1.203005349423324176e-02 1.245946290685594704e+01 1.240254952281584444e+01 9.045153003182888419e-04
1.240639159058831882e-02 1.246486939515568793e+01 1.234094379845763712e+01 9.328113977885953275e-04
1.279450273207873370e-02 1.247030293038189264e+01 1.227933818484133255e+01 9.619926866224610918e-04
1.319475521676705988e-02 1.247576378399161534e+01 1.221773268835467086e+01 9.920868584035382343e-04
1.360752886424333209e-02 1.248125223152242036e+01 1.215612731575004801e+01 1.023122470995739162e-03
1.403321537605484691e-02 1.248676855267322594e+01 1.209452207416507186e+01 1.055128975643221606e-03
1.447221870741134328e-02 1.249231303138709137e+01 1.203291697114422121e+01 1.088136744918146012e-03
1.492495545051829124e-02 1.249788595593599894e+01 1.197131201466177330e+01 1.122177101542728679e-03
1.539185522990205342e-02 1.250348761900770356e+01 1.190970721314593916e+01 1.157282348112936192e-03
1.587336111010209660e-02 1.250911831779467853e+01 1.184810257550434009e+01 1.193485797752037378e-03
1.636993001611702567e-02 1.251477835408522843e+01 1.178649811115095325e+01 1.230821805723084604e-03
1.688203316700363776e-02 1.252046803435684730e+01 1.172489383003444807e+01 1.269325802030348569e-03
1.741015652304016281e-02 1.252618766987185062e+01 1.166328974266814811e+01 1.309034325040613718e-03
1.795480124687831233e-02 1.253193757677536269e+01 1.160168586016161996e+01 1.349985056156264044e-03
1.851648417912155065e-02 1.253771807619573053e+01 1.154008219425400661e+01 1.392216855573048763e-03
1.909573832878097566e-02 1.254352949434741049e+01 1.147847875734916556e+01 1.435769799156464245e-03
1.969311337907422854e-02 1.254937216263642696e+01 1.141687556255274139e+01 1.480685216471746375e-03
2.030917620904735751e-02 1.255524641776843175e+01 1.135527262371131485e+01 1.527005730003560538e-03
2.094451143151469796e-02 1.256115260185949012e+01 1.129366995545359309e+01 1.574775295602608843e-03
2.159972194782718360e-02 1.256709106254961661e+01 1.123206757323393035e+01 1.624039244197532502e-03
2.227542951999557375e-02 1.257306215311918329e+01 1.117046549337818817e+01 1.674844324811697273e-03
2.297227536071152348e-02 1.257906623260824119e+01 1.110886373313209852e+01 1.727238748925678281e-03
2.369092074182633373e-02 1.258510366593885976e+01 1.104726231071224696e+01 1.781272236227543796e-03
2.443204762186488091e-02 1.259117482404057675e+01 1.098566124535979149e+01 1.836996061794351782e-03
2.519635929317014938e-02 1.259728008397901533e+01 1.092406055739718518e+01 1.894463104749635274e-03
2.598458104929248641e-02 1.260341982908778213e+01 1.086246026828784927e+01 1.953727898443044075e-03
2.679746087325690987e-02 1.260959444910372973e+01 1.080086040069915398e+01 2.014846682199767421e-03
2.763577014736158868e-02 1.261580434030568298e+01 1.073926097856875117e+01 2.077877454688840941e-03
2.850030438518106821e-02 1.262204990565671281e+01 1.067766202717448287e+01 2.142880028960982269e-03
2.939188398646885858e-02 1.262833155495007809e+01 1.061606357320808414e+01 2.209916089208184813e-03
3.031135501567579216e-02 1.263464970495891748e+01 1.055446564485277250e+01 2.279049249298931764e-03
3.125959000482281258e-02 1.264100477958981550e+01 1.049286827186506521e+01 2.350345113144572048e-03
3.223748878149030467e-02 1.264739721004033335e+01 1.043127148566088636e+01 2.423871336954157903e-03
3.324597932270941664e-02 1.265382743496063256e+01 1.036967531940636533e+01 2.499697693436797943e-03
3.428601863556586526e-02 1.266029590061928900e+01 1.030807980811340663e+01 2.577896138012470903e-03
3.535859366535179515e-02 1.266680306107343945e+01 1.024648498874034530e+01 2.658540877094119591e-03
