Sp_003550.bin 1.00052 -0.000242143 -0.0023151 -0.000950813 11.2258 11.3842 11.0445 2.13327 -1.46045e-06 1.04114e-05 -6.86849e-06 0.241246 0.242833 0.239817 0.306107 -0.812252 -0.945491 -0.704549
Sp_003600.bin 1.00052 -0.000239607 -0.0022961 -0.000963518 11.2295 11.3882 11.048 2.13416 9.09503e-06 3.45916e-05 -2.36107e-05 0.240902 0.242567 0.241904 0.305885 -1.06146 -0.958131 -0.379448
Sp_003650.bin 1.00052 -0.000228518 -0.00226084 -0.000988947 11.2334 11.3922 11.0515 2.12552 1.85115e-05 5.12647e-05 -3.96927e-05 0.241177 0.24143 0.243834 0.305867 -1.23614 -0.897441 -0.0225592
Sp_003700.bin 1.00052 -0.000207591 -0.00221823 -0.00102548 11.2372 11.3963 11.055 2.12737 3.22474e-05 5.21869e-05 -4.94266e-05 0.241297 0.241627 0.244029 0.305566 -1.3227 -0.770837 0.340136
Sp_003750.bin 1.00052 -0.000178778 -0.00218173 -0.00106624 11.2411 11.4003 11.0587 2.12454 3.88595e-05 3.75997e-05 -5.1975e-05 0.242569 0.241884 0.24328 0.306791 -1.32328 -0.590217 0.680414
Sp_003800.bin 1.00052 -0.000146428 -0.00215949 -0.00110848 11.245 11.4044 11.0624 2.1275 4.14889e-05 1.82603e-05 -5.365e-05 0.242188 0.241837 0.242633 0.306743 -1.24091 -0.3675 0.979091
Sp_003850.bin 1.00052 -0.000115646 -0.00215345 -0.00115135 11.249 11.4085 11.0662 2.13188 3.25697e-05 -1.02484e-06 -5.30078e-05 0.241583 0.240485 0.241419 0.305983 -1.08261 -0.11714 1.21926
Sp_003900.bin 1.00052 -9.63072e-05 -0.00216027 -0.00119108 11.253 11.4127 11.07 2.13291 1.60463e-05 -1.51097e-05 -4.49178e-05 0.240776 0.240448 0.240729 0.305134 -0.856372 0.145071 1.38675
Sp_003950.bin 1.00052 -8.83518e-05 -0.00217434 -0.0012224 11.2571 11.4169 11.0737 2.11903 3.99625e-06 -1.81373e-05 -3.64843e-05 0.240011 0.241004 0.24078 0.304973 -0.576664 0.400652 1.47033
Sp_004000.bin 1.00052 -9.14595e-05 -0.0021879 -0.00125275 11.2612 11.4211 11.0775 2.12369 -1.13712e-05 -1.61354e-05 -4.07252e-05 0.239101 0.241184 0.240906 0.304076 -0.260017 0.635291 1.46279
