# Graph from Untitled.png, page unknown
0.03341	7.476
0.04484	11.04
0.05550	12.10
0.06525	13.22
0.08503	18.13
0.1149	21.69
0.1600	29.13
0.2434	41.67
0.3541	52.96
0.5153	60.34
0.7666	71.61
1.115	81.60
1.635	95.48
2.431	117.1
3.410	140.2
4       160
5       ???
6       ???
7.15    ???
